ID oficial,Abogado,Cargo oficial ES,Cargo Replit ES,Estado,Hallazgos,Oficial ES,Estado oficial ES,Oficial EN,Estado oficial EN,Replit ES,Estado Replit ES,Replit EN,Estado Replit EN
160,Alberto Córdoba,Socio,Socio,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=160,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=160,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/alberto-cordoba,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/alberto-cordoba?lang=en,Correcto
195,Raymundo Soberanis,Socio,Socio,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=195,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=195,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/raymundo-soberanis,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/raymundo-soberanis?lang=en,Correcto
323,Pablo Jiménez,Socio,Socio,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=323,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=323,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/pablo-jimenez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/pablo-jimenez?lang=en,Correcto
165,Pablo Fautsch,Socio,Socio,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=165,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=165,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/pablo-fautsch,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/pablo-fautsch?lang=en,Correcto
186,Jessika Rocha,Socio,Socio,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=186,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=186,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/jessika-rocha,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/jessika-rocha?lang=en,Correcto
224,Ariel Garfio,Socio,Socio,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=224,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=224,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/ariel-garfio,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/ariel-garfio?lang=en,Correcto
355,Rafael Vallejo,Socio,Socio,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=355,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=355,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/rafael-vallejo,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/rafael-vallejo?lang=en,Correcto
187,Katharina Roehr,Socio,Socio,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=187,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=187,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/katharina-roehr,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/katharina-roehr?lang=en,Correcto
366,Sergio López,Socio,Socio,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=366,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=366,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/sergio-lopez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/sergio-lopez?lang=en,Correcto
367,Alejandro Torres,Socio,Socio,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=367,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=367,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/alejandro-torres,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/alejandro-torres?lang=en,Correcto
253,Javier Betancourt,Socio,Socio,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=253,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=253,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/javier-betancourt,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/javier-betancourt?lang=en,Correcto
356,Adrián Castillo,Socio,Socio,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=356,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=356,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/adrian-castillo,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/adrian-castillo?lang=en,Correcto
155,Rodrigo Barradas,Socio,Socio,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=155,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=155,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/rodrigo-barradas,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/rodrigo-barradas?lang=en,Correcto
291,Michel Llorens,Socio,Socio,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=291,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=291,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/michel-llorens,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/michel-llorens?lang=en,Correcto
368,Luis Enrique Torres,Socio,Socio,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=368,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=368,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/luis-enrique-torres,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/luis-enrique-torres?lang=en,Correcto
396,Ricardo Cacho,Socio,Socio,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=396,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=396,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/ricardo-cacho,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/ricardo-cacho?lang=en,Correcto
134,Claus von Wobeser,Of counsel,Of Counsel,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=134,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=134,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/claus-von-wobeser,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/claus-von-wobeser?lang=en,Correcto
152,Edmund Duckwitz,Of counsel,Of Counsel,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=152,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=152,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/edmund-duckwitz,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/edmund-duckwitz?lang=en,Correcto
135,Javier Lizardi,Of counsel,Of Counsel,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=135,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=135,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/javier-lizardi,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/javier-lizardi?lang=en,Correcto
304,Margarita Beatriz Luna Ramos,Of counsel,Of Counsel,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=304,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=304,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/margarita-beatriz-luna-ramos,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/margarita-beatriz-luna-ramos?lang=en,Correcto
140,Fernando Moreno,Of counsel,Of Counsel,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=140,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=140,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/fernando-moreno,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/fernando-moreno?lang=en,Correcto
151,Guillermo I. Ortiz Mayagoitia,Of counsel,Of Counsel,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=151,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=151,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/guillermo-i-ortiz-mayagoitia,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/guillermo-i-ortiz-mayagoitia?lang=en,Correcto
444,Marcela Calderón,Counsel,Consejero,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=444,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=444,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/marcela-calderon,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/marcela-calderon?lang=en,Correcto
348,Carlos López Córdova,Counsel,Consejero,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=348,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=348,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/carlos-lopez-cordova,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/carlos-lopez-cordova?lang=en,Correcto
179,César Martínez,Counsel,Consejero,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=179,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=179,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/cesar-martinez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/cesar-martinez?lang=en,Correcto
178,Gloria Martínez,Counsel,Consejero,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=178,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=178,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/gloria-martinez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/gloria-martinez?lang=en,Correcto
218,Manuel Martínez,Counsel,Consejero,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=218,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=218,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/manuel-martinez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/manuel-martinez?lang=en,Correcto
321,Jaime Ostos,Counsel,Consejero,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=321,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=321,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/jaime-ostos,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/jaime-ostos?lang=en,Correcto
417,Eric Palacios,Counsel,Consejero,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=417,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=417,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/eric-palacios,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/eric-palacios?lang=en,Correcto
330,Enrique Riquelme,Counsel,Consejero,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=330,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=330,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/enrique-riquelme,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/enrique-riquelme?lang=en,Correcto
190,Lourdes Salazar y Vera,Counsel,Consejero,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=190,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=190,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/lourdes-salazar-y-vera,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/lourdes-salazar-y-vera?lang=en,Correcto
410,Pablo Aceves,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=410,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=410,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/pablo-aceves,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/pablo-aceves?lang=en,Correcto
415,Sofía Alcántara,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=415,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=415,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/sofia-alcantara,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/sofia-alcantara?lang=en,Correcto
405,Ana Alpízar,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=405,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=405,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/ana-alpizar,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/ana-alpizar?lang=en,Correcto
432,Diego Altamirano,Asociado,Asociado,Revisar diferencias,education,https://www.vonwobeser.com/index.php/abogado?l=432,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=432,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/diego-altamirano,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/diego-altamirano?lang=en,Correcto
350,Daniel Araujo,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=350,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=350,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/daniel-araujo,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/daniel-araujo?lang=en,Correcto
349,Alejandra Arizpe,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=349,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=349,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/alejandra-arizpe,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/alejandra-arizpe?lang=en,Correcto
452,Alejandro Avila,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=452,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=452,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/alejandro-avila,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/alejandro-avila?lang=en,Correcto
251,Alexander Barnes,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=251,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=251,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/alexander-barnes,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/alexander-barnes?lang=en,Correcto
156,Juan Francisco Barrera,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=156,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=156,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/juan-francisco-barrera,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/juan-francisco-barrera?lang=en,Correcto
394,Julieta Béjar,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=394,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=394,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/julieta-bejar,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/julieta-bejar?lang=en,Correcto
232,Diego Benítez,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=232,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=232,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/diego-benitez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/diego-benitez?lang=en,Correcto
420,Edmundo Berumen,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=420,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=420,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/edmundo-berumen,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/edmundo-berumen?lang=en,Correcto
157,Anna-Maria Brandstädter,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=157,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=157,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/anna-maria-brandstadter,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/anna-maria-brandstadter?lang=en,Correcto
235,Carolina Camacho,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=235,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=235,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/carolina-camacho,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/carolina-camacho?lang=en,Correcto
401,Regina Castillo,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=401,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=401,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/regina-castillo,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/regina-castillo?lang=en,Correcto
439,Carlos Cázares,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=439,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=439,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/carlos-cazares,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/carlos-cazares?lang=en,Correcto
404,Carlos Cevallos,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=404,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=404,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/carlos-cevallos,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/carlos-cevallos?lang=en,Correcto
435,Raúl Chaidez,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=435,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=435,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/raul-chaidez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/raul-chaidez?lang=en,Correcto
454,Miguel Ángel Chinchilla,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=454,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=454,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/miguel-angel-chinchilla,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/miguel-angel-chinchilla?lang=en,Correcto
249,Eugenio Chinchillas,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=249,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=249,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/eugenio-chinchillas,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/eugenio-chinchillas?lang=en,Correcto
161,Virginia Cornett,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=161,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=161,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/virginia-cornett,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/virginia-cornett?lang=en,Correcto
453,Patricio Cortina,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=453,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=453,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/patricio-cortina,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/patricio-cortina?lang=en,Correcto
381,Melissa Cruz,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=381,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=381,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/melissa-cruz,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/melissa-cruz?lang=en,Correcto
363,Víctor Delgado,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=363,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=363,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/victor-delgado,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/victor-delgado?lang=en,Correcto
378,Joel Domínguez,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=378,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=378,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/joel-dominguez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/joel-dominguez?lang=en,Correcto
393,Eduardo Estrada,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=393,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=393,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/eduardo-estrada,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/eduardo-estrada?lang=en,Correcto
440,David Fainsod,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=440,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=440,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/david-fainsod,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/david-fainsod?lang=en,Correcto
441,Darío Figueroa,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=441,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=441,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/dario-figueroa,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/dario-figueroa?lang=en,Correcto
248,Roberto Flores,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=248,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=248,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/roberto-flores,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/roberto-flores?lang=en,Correcto
392,María García,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=392,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=392,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/maria-garcia,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/maria-garcia?lang=en,Correcto
413,Montserrat García,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=413,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=413,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/montserrat-garcia,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/montserrat-garcia?lang=en,Correcto
289,Rodrigo García,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=289,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=289,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/rodrigo-garcia,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/rodrigo-garcia?lang=en,Correcto
387,Andoni Garza,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=387,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=387,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/andoni-garza,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/andoni-garza?lang=en,Correcto
357,Sarah Gibert,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=357,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=357,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/sarah-gibert,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/sarah-gibert?lang=en,Correcto
319,Regina Godínez,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=319,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=319,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/regina-godinez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/regina-godinez?lang=en,Correcto
288,José Antonio Gómez,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=288,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=288,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/jose-antonio-gomez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/jose-antonio-gomez?lang=en,Correcto
354,Mariana Gómez-Vallin,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=354,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=354,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/mariana-gomez-vallin,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/mariana-gomez-vallin?lang=en,Correcto
217,Cinthya González,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=217,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=217,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/cinthya-gonzalez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/cinthya-gonzalez?lang=en,Correcto
427,Eliana González,Asociado,Asociado,Coincide,,https://www.vonwobeser.com/index.php/abogado?l=427,Correcto,https://www.vonwobeser.com/index.php/lawyer?l=427,Correcto,https://webpage-von-wobeser-2026.replit.app/abogado/eliana-gonzalez,Correcto,https://webpage-von-wobeser-2026.replit.app/lawyer/eliana-gonzalez?lang=en,Correcto
