sourceKey,language,legacyId,counterpartLegacyId,listingUrl,officialUrl,officialStatus,officialFinalUrl,officialDateRaw,officialDateNormalized,officialDatePrecision,officialDocumentTitle,officialDescription,officialOgTitle,officialOgDescription,officialCanonical,officialHreflang,officialVisibleTitle,officialVisibleTitleTag,officialIntroHash,officialBodyHash,officialSourceOnly,officialPdfUrls,officialContentUrls,matchStatus,projectId,projectSlug,projectLegacyId,projectPublished,projectDate,dateComparison,titleComparison,excerptComparison,contentComparison,sourceComparison,categoryComparison,projectHtmlStatus,projectH1Count,projectH1Comparison,projectCanonical,projectSourceCtaMatches,projectSourceCtaSecure,projectVisibleRawUrlCount,findings
es:1809,es,1809,1824,https://www.vonwobeser.com/index.php/publicaciones/articulos?start=10,https://www.vonwobeser.com/index.php/publicacion?p_id=1809,200,https://www.vonwobeser.com/index.php/publicacion?p_id=1809,"Marzo, 2024",2024-03,month,"Von Wobeser y Sierra - Responsabilidad Penal de la Empresa y del Abogado, Thomson Reuters (2020)","Von Wobeser y Sierra S.C. es una de las principales firmas de derecho mexicano que ofrece soluciones legales de servicio completo. Se compone de más de 30 diferentes áreas de práctica, incluyendo escritorios especializados con una lista fuerte de clientes internacionales y nacionales.",,,,,"Responsabilidad Penal de la Empresa y del Abogado, Thomson Reuters (2020)",div,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,,https://www.vonwobeser.com/index.php/abogado?l=396,legacy_id,4ffb1ef8-c8d0-41c9-a1b0-b900bcb61355,responsabilidad-penal-de-la-empresa-y-del-abogado-thomson-reuters-2020-2,1809,true,2024-03-01,match,match,not_applicable,not_applicable,different,match,correcto,1,match,https://www.vonwobeser.com/news/responsabilidad-penal-de-la-empresa-y-del-abogado-thomson-reuters-2020-2,true,true,0,
es:1808,es,1808,1823,https://www.vonwobeser.com/index.php/publicaciones/articulos?start=10,https://www.vonwobeser.com/index.php/publicacion?p_id=1808,200,https://www.vonwobeser.com/index.php/publicacion?p_id=1808,"Marzo, 2024",2024-03,month,"Von Wobeser y Sierra - El Lavado de Dinero y las Criptomonedas (Segunda parte), Thomson Reuters (2021)","Von Wobeser y Sierra S.C. es una de las principales firmas de derecho mexicano que ofrece soluciones legales de servicio completo. Se compone de más de 30 diferentes áreas de práctica, incluyendo escritorios especializados con una lista fuerte de clientes internacionales y nacionales.",,,,,"El Lavado de Dinero y las Criptomonedas (Segunda parte), Thomson Reuters (2021)",div,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,,https://www.vonwobeser.com/index.php/abogado?l=396,legacy_id,59a1de11-dc6c-4fcf-b9ca-51fad251a9ea,el-lavado-de-dinero-y-las-criptomonedas-segunda-parte-thomson-reuters-2021-2,1808,true,2024-03-01,match,match,not_applicable,not_applicable,different,match,correcto,1,match,https://www.vonwobeser.com/news/el-lavado-de-dinero-y-las-criptomonedas-segunda-parte-thomson-reuters-2021-2,true,true,0,
es:1807,es,1807,1822,https://www.vonwobeser.com/index.php/publicaciones/articulos?start=10,https://www.vonwobeser.com/index.php/publicacion?p_id=1807,200,https://www.vonwobeser.com/index.php/publicacion?p_id=1807,"Marzo, 2024",2024-03,month,"Von Wobeser y Sierra - El Lavado de Dinero y las Criptomonedas (Primera parte), Thomson Reuters (2020)","Von Wobeser y Sierra S.C. es una de las principales firmas de derecho mexicano que ofrece soluciones legales de servicio completo. Se compone de más de 30 diferentes áreas de práctica, incluyendo escritorios especializados con una lista fuerte de clientes internacionales y nacionales.",,,,,"El Lavado de Dinero y las Criptomonedas (Primera parte), Thomson Reuters (2020)",div,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,,https://www.vonwobeser.com/index.php/abogado?l=396,legacy_id,ed6f3c93-30d1-46ea-a887-00990870a206,el-lavado-de-dinero-y-las-criptomonedas-primera-parte-thomson-reuters-2020-2,1807,true,2024-03-01,match,match,not_applicable,not_applicable,different,match,correcto,1,match,https://www.vonwobeser.com/news/el-lavado-de-dinero-y-las-criptomonedas-primera-parte-thomson-reuters-2020-2,true,true,0,
es:1806,es,1806,1821,https://www.vonwobeser.com/index.php/publicaciones/articulos?start=10,https://www.vonwobeser.com/index.php/publicacion?p_id=1806,200,https://www.vonwobeser.com/index.php/publicacion?p_id=1806,"Marzo, 2024",2024-03,month,"Von Wobeser y Sierra - El Concepto de Organización en Delincuencia Organizada y Crímenes de Lesa Humanidad, Todo Penal Internacional (2021)","Von Wobeser y Sierra S.C. es una de las principales firmas de derecho mexicano que ofrece soluciones legales de servicio completo. Se compone de más de 30 diferentes áreas de práctica, incluyendo escritorios especializados con una lista fuerte de clientes internacionales y nacionales.",,,,,"El Concepto de Organización en Delincuencia Organizada y Crímenes de Lesa Humanidad, Todo Penal Internacional (2021)",div,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,,https://www.vonwobeser.com/index.php/abogado?l=396,legacy_id,b05e261e-8879-4144-8f29-8b7c504711c4,el-concepto-de-organizacion-en-delincuencia-organizada-y-crimenes-de-lesa-humani-2,1806,true,2024-03-01,match,match,not_applicable,not_applicable,different,match,correcto,1,match,https://www.vonwobeser.com/news/el-concepto-de-organizacion-en-delincuencia-organizada-y-crimenes-de-lesa-humani-2,true,true,0,
es:1805,es,1805,1820,https://www.vonwobeser.com/index.php/publicaciones/articulos?start=10,https://www.vonwobeser.com/index.php/publicacion?p_id=1805,200,https://www.vonwobeser.com/index.php/publicacion?p_id=1805,"Marzo, 2024",2024-03,month,"Von Wobeser y Sierra - La Evasión Fiscal: Una forma de Corrupción, Periódico Milenio (2020)","Von Wobeser y Sierra S.C. es una de las principales firmas de derecho mexicano que ofrece soluciones legales de servicio completo. Se compone de más de 30 diferentes áreas de práctica, incluyendo escritorios especializados con una lista fuerte de clientes internacionales y nacionales.",,,,,"La Evasión Fiscal: Una forma de Corrupción, Periódico Milenio (2020)",div,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,,https://www.vonwobeser.com/index.php/abogado?l=396,legacy_id,b5bf8684-0e24-4c06-8762-70f8934740db,la-evasion-fiscal-una-forma-de-corrupcion-periodico-milenio-2020-2,1805,true,2024-03-01,match,match,official_missing,not_applicable,different,match,correcto,1,match,https://www.vonwobeser.com/news/la-evasion-fiscal-una-forma-de-corrupcion-periodico-milenio-2020-2,true,true,0,
es:1804,es,1804,1819,https://www.vonwobeser.com/index.php/publicaciones/articulos?start=10,https://www.vonwobeser.com/index.php/publicacion?p_id=1804,200,https://www.vonwobeser.com/index.php/publicacion?p_id=1804,"Marzo, 2024",2024-03,month,"Von Wobeser y Sierra - Los Jueces deben pensar en las Víctimas, Periódico Milenio (2020)","Von Wobeser y Sierra S.C. es una de las principales firmas de derecho mexicano que ofrece soluciones legales de servicio completo. Se compone de más de 30 diferentes áreas de práctica, incluyendo escritorios especializados con una lista fuerte de clientes internacionales y nacionales.",,,,,"Los Jueces deben pensar en las Víctimas, Periódico Milenio (2020)",div,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,,https://www.vonwobeser.com/index.php/abogado?l=396,legacy_id,6a802bb3-cd6f-4171-b903-2fbfc7b68ab0,los-jueces-deben-pensar-en-las-victimas-periodico-milenio-2020-2,1804,true,2024-03-01,match,match,official_missing,not_applicable,different,match,correcto,1,match,https://www.vonwobeser.com/news/los-jueces-deben-pensar-en-las-victimas-periodico-milenio-2020-2,true,true,0,
es:1803,es,1803,1818,https://www.vonwobeser.com/index.php/publicaciones/articulos?start=10,https://www.vonwobeser.com/index.php/publicacion?p_id=1803,200,https://www.vonwobeser.com/index.php/publicacion?p_id=1803,"Marzo, 2024",2024-03,month,"Von Wobeser y Sierra - No hay Crimen Perfecto, Periódico Milenio (2020)","Von Wobeser y Sierra S.C. es una de las principales firmas de derecho mexicano que ofrece soluciones legales de servicio completo. Se compone de más de 30 diferentes áreas de práctica, incluyendo escritorios especializados con una lista fuerte de clientes internacionales y nacionales.",,,,,"No hay Crimen Perfecto, Periódico Milenio (2020)",div,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,,https://www.vonwobeser.com/index.php/abogado?l=396,legacy_id,2c75ee48-2c81-4d50-808e-e1359764b201,no-hay-crimen-perfecto-periodico-milenio-2020-2,1803,true,2024-03-01,match,match,official_missing,not_applicable,different,match,correcto,1,match,https://www.vonwobeser.com/news/no-hay-crimen-perfecto-periodico-milenio-2020-2,true,true,0,
es:1899,es,1899,1900,https://www.vonwobeser.com/index.php/publicaciones/articulos?start=10,https://www.vonwobeser.com/index.php/publicacion?p_id=1899,200,https://www.vonwobeser.com/index.php/publicacion?p_id=1899,"Junio, 2023",2023-06,month,Von Wobeser y Sierra - Las nuevas reglas de publicidad en alimentos preenvasados.,"Von Wobeser y Sierra S.C. es una de las principales firmas de derecho mexicano que ofrece soluciones legales de servicio completo. Se compone de más de 30 diferentes áreas de práctica, incluyendo escritorios especializados con una lista fuerte de clientes internacionales y nacionales.",,,,,Las nuevas reglas de publicidad en alimentos preenvasados.,div,bec1b866b6371d1ec4b5bbb0c9d135fb3bb7c23172298e7e42873b652a6db7c4,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,true,,https://www.vonwobeser.com/index.php/abogado?l=344 | https://eljuegodelacorte.nexos.com.mx/que-culpa-tiene-el-tigre-tono-las-nuevas-reglas-de-publicidad-en-alimentos-preenvasados/,legacy_id,9f2576b3-73af-4e76-8130-6d1182263332,las-nuevas-reglas-de-publicidad-en-alimentos-preenvasados,1899,true,2023-06-01,match,match,source_only,source_only,match,match,correcto,1,match,https://www.vonwobeser.com/news/las-nuevas-reglas-de-publicidad-en-alimentos-preenvasados,true,true,0,
es:1784,es,1784,1783,https://www.vonwobeser.com/index.php/publicaciones/articulos?start=10,https://www.vonwobeser.com/index.php/publicacion?p_id=1784,200,https://www.vonwobeser.com/index.php/publicacion?p_id=1784,"Mayo, 2023",2023-05,month,Von Wobeser y Sierra - ESG en la Industria Minera Mexicana. Cuarta Parte,"Von Wobeser y Sierra S.C. es una de las principales firmas de derecho mexicano que ofrece soluciones legales de servicio completo. Se compone de más de 30 diferentes áreas de práctica, incluyendo escritorios especializados con una lista fuerte de clientes internacionales y nacionales.",,,,,ESG en la Industria Minera Mexicana. Cuarta Parte,div,44663a87775067c59686235d5002731aced0f6de4fce91ed550afd50b96b29e2,a929c85e4b251ca21c3c4cb1cc9f336fb406b645dcce8e63ed33df35c22823d9,false,https://www.vonwobeser.com/images/PDF_news/2023/ESG4/23_05_22_MINERIA_ESG_ESP-Pt4-OK.pdf,,legacy_id,948d9ed0-b5c0-4aa3-b2f9-46f2c3084d72,esg-en-la-industria-minera-mexicana-cuarta-parte,1784,true,2023-05-01,match,match,different,similar,different,match,correcto,1,match,https://www.vonwobeser.com/news/esg-en-la-industria-minera-mexicana-cuarta-parte,true,true,0,
es:1781,es,1781,1782,https://www.vonwobeser.com/index.php/publicaciones/articulos?start=10,https://www.vonwobeser.com/index.php/publicacion?p_id=1781,200,https://www.vonwobeser.com/index.php/publicacion?p_id=1781,"Mayo, 2023",2023-05,month,Von Wobeser y Sierra - Una visión interdisciplinaria en el combate a la corrupción,"Von Wobeser y Sierra S.C. es una de las principales firmas de derecho mexicano que ofrece soluciones legales de servicio completo. Se compone de más de 30 diferentes áreas de práctica, incluyendo escritorios especializados con una lista fuerte de clientes internacionales y nacionales.",,,,,Una visión interdisciplinaria en el combate a la corrupción,div,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,false,https://www.vonwobeser.com/images/PDF_news/2023/vision_combate.pdf,https://www.vonwobeser.com/index.php/abogado?l=195,legacy_id,058a4313-3a7c-415d-91f0-a79623555e3c,una-vision-interdisciplinaria-en-el-combate-a-la-corrupcion,1781,true,2023-05-01,match,match,official_missing,official_missing,match,match,correcto,1,match,https://www.vonwobeser.com/news/una-vision-interdisciplinaria-en-el-combate-a-la-corrupcion,true,true,0,
es:1764,es,1764,1763,https://www.vonwobeser.com/index.php/publicaciones/articulos?start=20,https://www.vonwobeser.com/index.php/publicacion?p_id=1764,200,https://www.vonwobeser.com/index.php/publicacion?p_id=1764,"Enero, 2023",2023-01,month,Von Wobeser y Sierra - Latin Lawyer’s M&A Guide: Indemnity Escrows and Other Payment Guarantees,"Von Wobeser y Sierra S.C. es una de las principales firmas de derecho mexicano que ofrece soluciones legales de servicio completo. Se compone de más de 30 diferentes áreas de práctica, incluyendo escritorios especializados con una lista fuerte de clientes internacionales y nacionales.",,,,,Latin Lawyer’s M&A Guide: Indemnity Escrows and Other Payment Guarantees,div,459004513b87130dc5987244b87fc61b96743579fdc5839c694d83a681d8828c,0dc29eda88d97b23011628f919e2e6d2cea07a62cbe02f6b5153e2dd276b6cbf,false,,https://www.vonwobeser.com/index.php/abogado?l=141 | https://www.vonwobeser.com/index.php/abogado?l=160 | https://www.vonwobeser.com/index.php/abogado?l=246 | https://vonwobeserysierra.us5.list-manage.com/track/click?u=b054d1d8087ee1d7ab2807780&id=76fb70a373&e=235d3ee136,legacy_id,c652d75f-b906-418e-920f-b0b288f6d150,latin-lawyer-s-m-a-guide-indemnity-escrows-and-other-payment-guarantees-2,1764,true,2023-01-01,match,different,different,different,not_applicable,match,correcto,1,match,https://www.vonwobeser.com/news/latin-lawyer-s-m-a-guide-indemnity-escrows-and-other-payment-guarantees-2,true,true,0,TITLE_DIFFERENT | CONTENT_DIFFERENT
