projectId,language,url,status,classification,h1Count,h1Text,documentTitle,description,canonical,hreflang,sourceExpectedUrl,sourceCtaHref,sourceCtaMatches,sourceCtaSecure,contentLinks,rawUrlTexts,findings
e711701f-6b90-4193-b762-80b2533bdf83,es,http://localhost:5050/news/blockchain-y-compliance-mundo-ejecutivo-2023-2,200,correcto,1,"Blockchain y Compliance, Mundo Ejecutivo (2023)","Blockchain y Compliance, Mundo Ejecutivo (2023) | Von Wobeser y Sierra",Explora blockchain como un registro inalterable y descentralizado para documentar evidencia de cumplimiento y limitar la manipulación u ocultamiento de…,https://www.vonwobeser.com/news/blockchain-y-compliance-mundo-ejecutivo-2023-2,es-MX:https://www.vonwobeser.com/news/blockchain-y-compliance-mundo-ejecutivo-2023-2 | en:https://www.vonwobeser.com/news/blockchain-y-compliance-mundo-ejecutivo-2023-2?lang=en | x-default:https://www.vonwobeser.com/news/blockchain-y-compliance-mundo-ejecutivo-2023-2,https://mundoejecutivo.com.mx/economia/blockchain-compliance-evolucion-cumplimiento/,https://mundoejecutivo.com.mx/economia/blockchain-compliance-evolucion-cumplimiento/,true,true,,,
e711701f-6b90-4193-b762-80b2533bdf83,en,http://localhost:5050/news/blockchain-y-compliance-mundo-ejecutivo-2023-2?lang=en,200,correcto,1,"Blockchain and Compliance, Mundo Ejecutivo (2023)","Blockchain and Compliance, Mundo Ejecutivo (2023) | Von Wobeser y Sierra","It explores blockchain as an immutable, decentralized record for documenting compliance evidence and limiting the manipulation or concealment of relevant…",https://www.vonwobeser.com/news/blockchain-y-compliance-mundo-ejecutivo-2023-2?lang=en,es-MX:https://www.vonwobeser.com/news/blockchain-y-compliance-mundo-ejecutivo-2023-2 | en:https://www.vonwobeser.com/news/blockchain-y-compliance-mundo-ejecutivo-2023-2?lang=en | x-default:https://www.vonwobeser.com/news/blockchain-y-compliance-mundo-ejecutivo-2023-2,https://mundoejecutivo.com.mx/economia/blockchain-compliance-evolucion-cumplimiento/,https://mundoejecutivo.com.mx/economia/blockchain-compliance-evolucion-cumplimiento/,true,true,,,
cb5c1ee1-54f9-4689-a806-1eb274bc61ef,es,http://localhost:5050/news/la-tokenizacion-de-las-cosas-revista-del-ilustre-y-nacional-colegio-de-abogados--2,200,correcto,1,"La Tokenización de las Cosas, Revista del Ilustre y Nacional Colegio de Abogados de México (2024)","La Tokenización de las Cosas, Revista del Ilustre y Nacional Colegio de Abogados de México (2024) | Von Wobeser y Sierra","La Tokenización de las Cosas, Revista del Ilustre y Nacional Colegio de Abogados de México (2024)",https://www.vonwobeser.com/news/la-tokenizacion-de-las-cosas-revista-del-ilustre-y-nacional-colegio-de-abogados--2,es-MX:https://www.vonwobeser.com/news/la-tokenizacion-de-las-cosas-revista-del-ilustre-y-nacional-colegio-de-abogados--2 | en:https://www.vonwobeser.com/news/la-tokenizacion-de-las-cosas-revista-del-ilustre-y-nacional-colegio-de-abogados--2?lang=en | x-default:https://www.vonwobeser.com/news/la-tokenizacion-de-las-cosas-revista-del-ilustre-y-nacional-colegio-de-abogados--2,https://www.vonwobeser.com/index.php/publicacion/p_id-1813.html,https://www.vonwobeser.com/index.php/publicacion/p_id-1813.html,true,true,,,
cb5c1ee1-54f9-4689-a806-1eb274bc61ef,en,http://localhost:5050/news/la-tokenizacion-de-las-cosas-revista-del-ilustre-y-nacional-colegio-de-abogados--2?lang=en,200,correcto,1,"The Tokenization of Things, Journal of the Illustrious and National Bar Association of Mexico (2024)","The Tokenization of Things, Journal of the Illustrious and National Bar Association of Mexico (2024) | Von Wobeser y Sierra","The Tokenization of Things, Journal of the Illustrious and National Bar Association of Mexico (2024)",https://www.vonwobeser.com/news/la-tokenizacion-de-las-cosas-revista-del-ilustre-y-nacional-colegio-de-abogados--2?lang=en,es-MX:https://www.vonwobeser.com/news/la-tokenizacion-de-las-cosas-revista-del-ilustre-y-nacional-colegio-de-abogados--2 | en:https://www.vonwobeser.com/news/la-tokenizacion-de-las-cosas-revista-del-ilustre-y-nacional-colegio-de-abogados--2?lang=en | x-default:https://www.vonwobeser.com/news/la-tokenizacion-de-las-cosas-revista-del-ilustre-y-nacional-colegio-de-abogados--2,https://www.vonwobeser.com/index.php/publicacion/p_id-1813.html,https://www.vonwobeser.com/index.php/publicacion/p_id-1813.html,true,true,,,
83f05ea3-0a3c-40f4-ab82-d4a5224c97b7,es,http://localhost:5050/news/el-tratamiento-fiscal-de-las-criptomonedas-thomson-reuters-2022-2,200,correcto,1,"El Tratamiento Fiscal de las Criptomonedas, Thomson Reuters (2022)","El Tratamiento Fiscal de las Criptomonedas, Thomson Reuters (2022) | Von Wobeser y Sierra","El Tratamiento Fiscal de las Criptomonedas, Thomson Reuters (2022)",https://www.vonwobeser.com/news/el-tratamiento-fiscal-de-las-criptomonedas-thomson-reuters-2022-2,es-MX:https://www.vonwobeser.com/news/el-tratamiento-fiscal-de-las-criptomonedas-thomson-reuters-2022-2 | en:https://www.vonwobeser.com/news/el-tratamiento-fiscal-de-las-criptomonedas-thomson-reuters-2022-2?lang=en | x-default:https://www.vonwobeser.com/news/el-tratamiento-fiscal-de-las-criptomonedas-thomson-reuters-2022-2,https://www.vonwobeser.com/index.php/publicacion/p_id-1812.html,https://www.vonwobeser.com/index.php/publicacion/p_id-1812.html,true,true,,,
83f05ea3-0a3c-40f4-ab82-d4a5224c97b7,en,http://localhost:5050/news/el-tratamiento-fiscal-de-las-criptomonedas-thomson-reuters-2022-2?lang=en,200,correcto,1,"The Tax Treatment of Cryptocurrencies, Thomson Reuters (2022)","The Tax Treatment of Cryptocurrencies, Thomson Reuters (2022) | Von Wobeser y Sierra","The Tax Treatment of Cryptocurrencies, Thomson Reuters (2022)",https://www.vonwobeser.com/news/el-tratamiento-fiscal-de-las-criptomonedas-thomson-reuters-2022-2?lang=en,es-MX:https://www.vonwobeser.com/news/el-tratamiento-fiscal-de-las-criptomonedas-thomson-reuters-2022-2 | en:https://www.vonwobeser.com/news/el-tratamiento-fiscal-de-las-criptomonedas-thomson-reuters-2022-2?lang=en | x-default:https://www.vonwobeser.com/news/el-tratamiento-fiscal-de-las-criptomonedas-thomson-reuters-2022-2,https://www.vonwobeser.com/index.php/publicacion/p_id-1812.html,https://www.vonwobeser.com/index.php/publicacion/p_id-1812.html,true,true,,,
e61cf1d4-c0c2-4d8d-b064-f1c32c3a101e,es,http://localhost:5050/news/las-criptomonedas-y-los-esquemas-ponzi-mit-sloan-2022-2,200,correcto,1,"Las Criptomonedas y los Esquemas Ponzi, MIT Sloan (2022)","Las Criptomonedas y los Esquemas Ponzi, MIT Sloan (2022) | Von Wobeser y Sierra","El texto explica cómo los esquemas Ponzi y piramidales aprovechan el interés por los criptoactivos, con frecuencia al ofrecer rendimientos elevados sin una…",https://www.vonwobeser.com/news/las-criptomonedas-y-los-esquemas-ponzi-mit-sloan-2022-2,es-MX:https://www.vonwobeser.com/news/las-criptomonedas-y-los-esquemas-ponzi-mit-sloan-2022-2 | en:https://www.vonwobeser.com/news/las-criptomonedas-y-los-esquemas-ponzi-mit-sloan-2022-2?lang=en | x-default:https://www.vonwobeser.com/news/las-criptomonedas-y-los-esquemas-ponzi-mit-sloan-2022-2,https://mitsloanreview.mx/nft-bitcoin-crypto-blockchain/como-prevenir-fraudes-con-criptomonedas/,https://mitsloanreview.mx/nft-bitcoin-crypto-blockchain/como-prevenir-fraudes-con-criptomonedas/,true,true,,,
e61cf1d4-c0c2-4d8d-b064-f1c32c3a101e,en,http://localhost:5050/news/las-criptomonedas-y-los-esquemas-ponzi-mit-sloan-2022-2?lang=en,200,correcto,1,"Cryptocurrencies and Ponzi Schemes, MIT Sloan (2022)","Cryptocurrencies and Ponzi Schemes, MIT Sloan (2022) | Von Wobeser y Sierra","The piece explains how Ponzi and pyramid schemes exploit interest in cryptoassets, often by offering purported high returns without a genuine underlying…",https://www.vonwobeser.com/news/las-criptomonedas-y-los-esquemas-ponzi-mit-sloan-2022-2?lang=en,es-MX:https://www.vonwobeser.com/news/las-criptomonedas-y-los-esquemas-ponzi-mit-sloan-2022-2 | en:https://www.vonwobeser.com/news/las-criptomonedas-y-los-esquemas-ponzi-mit-sloan-2022-2?lang=en | x-default:https://www.vonwobeser.com/news/las-criptomonedas-y-los-esquemas-ponzi-mit-sloan-2022-2,https://mitsloanreview.mx/nft-bitcoin-crypto-blockchain/como-prevenir-fraudes-con-criptomonedas/,https://mitsloanreview.mx/nft-bitcoin-crypto-blockchain/como-prevenir-fraudes-con-criptomonedas/,true,true,,,
c4499622-a209-4d59-b716-c9dff13f38c0,es,http://localhost:5050/news/las-criptomonedas-y-su-transparente-blockchain-periodico-milenio-2021-2,200,correcto,1,"Las Criptomonedas y su Transparente Blockchain, Periódico Milenio (2021)","Las Criptomonedas y su Transparente Blockchain, Periódico Milenio (2021) | Von Wobeser y Sierra","Explica cómo los registros públicos de blockchain hacen rastreables las transacciones con criptomonedas, aun cuando las personas titulares de las carteras no…",https://www.vonwobeser.com/news/las-criptomonedas-y-su-transparente-blockchain-periodico-milenio-2021-2,es-MX:https://www.vonwobeser.com/news/las-criptomonedas-y-su-transparente-blockchain-periodico-milenio-2021-2 | en:https://www.vonwobeser.com/news/las-criptomonedas-y-su-transparente-blockchain-periodico-milenio-2021-2?lang=en | x-default:https://www.vonwobeser.com/news/las-criptomonedas-y-su-transparente-blockchain-periodico-milenio-2021-2,https://www.milenio.com/opinion/ricardo-cacho/columna-ricardo-cacho/las-criptomonedas-y-su-transparente-blockchain,https://www.milenio.com/opinion/ricardo-cacho/columna-ricardo-cacho/las-criptomonedas-y-su-transparente-blockchain,true,true,,,
c4499622-a209-4d59-b716-c9dff13f38c0,en,http://localhost:5050/news/las-criptomonedas-y-su-transparente-blockchain-periodico-milenio-2021-2?lang=en,200,correcto,1,"Cryptocurrencies and Their Transparent Blockchain, Milenio Newspaper (2021)","Cryptocurrencies and Their Transparent Blockchain, Milenio Newspaper (2021) | Von Wobeser y Sierra","It explains how public blockchain records make cryptocurrency transactions traceable, even though wallet holders may not be immediately identified. The article…",https://www.vonwobeser.com/news/las-criptomonedas-y-su-transparente-blockchain-periodico-milenio-2021-2?lang=en,es-MX:https://www.vonwobeser.com/news/las-criptomonedas-y-su-transparente-blockchain-periodico-milenio-2021-2 | en:https://www.vonwobeser.com/news/las-criptomonedas-y-su-transparente-blockchain-periodico-milenio-2021-2?lang=en | x-default:https://www.vonwobeser.com/news/las-criptomonedas-y-su-transparente-blockchain-periodico-milenio-2021-2,https://www.milenio.com/opinion/ricardo-cacho/columna-ricardo-cacho/las-criptomonedas-y-su-transparente-blockchain,https://www.milenio.com/opinion/ricardo-cacho/columna-ricardo-cacho/las-criptomonedas-y-su-transparente-blockchain,true,true,,,
4ffb1ef8-c8d0-41c9-a1b0-b900bcb61355,es,http://localhost:5050/news/responsabilidad-penal-de-la-empresa-y-del-abogado-thomson-reuters-2020-2,200,correcto,1,"Responsabilidad Penal de la Empresa y del Abogado, Thomson Reuters (2020)","Responsabilidad Penal de la Empresa y del Abogado, Thomson Reuters (2020) | Von Wobeser y Sierra","Responsabilidad Penal de la Empresa y del Abogado, Thomson Reuters (2020)",https://www.vonwobeser.com/news/responsabilidad-penal-de-la-empresa-y-del-abogado-thomson-reuters-2020-2,es-MX:https://www.vonwobeser.com/news/responsabilidad-penal-de-la-empresa-y-del-abogado-thomson-reuters-2020-2 | en:https://www.vonwobeser.com/news/responsabilidad-penal-de-la-empresa-y-del-abogado-thomson-reuters-2020-2?lang=en | x-default:https://www.vonwobeser.com/news/responsabilidad-penal-de-la-empresa-y-del-abogado-thomson-reuters-2020-2,https://www.vonwobeser.com/index.php/publicacion/p_id-1809.html,https://www.vonwobeser.com/index.php/publicacion/p_id-1809.html,true,true,,,
4ffb1ef8-c8d0-41c9-a1b0-b900bcb61355,en,http://localhost:5050/news/responsabilidad-penal-de-la-empresa-y-del-abogado-thomson-reuters-2020-2?lang=en,200,correcto,1,"Criminal Liability of the Company and the Attorney, Thomson Reuters (2020)","Criminal Liability of the Company and the Attorney, Thomson Reuters (2020) | Von Wobeser y Sierra","Criminal Liability of the Company and the Attorney, Thomson Reuters (2020)",https://www.vonwobeser.com/news/responsabilidad-penal-de-la-empresa-y-del-abogado-thomson-reuters-2020-2?lang=en,es-MX:https://www.vonwobeser.com/news/responsabilidad-penal-de-la-empresa-y-del-abogado-thomson-reuters-2020-2 | en:https://www.vonwobeser.com/news/responsabilidad-penal-de-la-empresa-y-del-abogado-thomson-reuters-2020-2?lang=en | x-default:https://www.vonwobeser.com/news/responsabilidad-penal-de-la-empresa-y-del-abogado-thomson-reuters-2020-2,https://www.vonwobeser.com/index.php/publicacion/p_id-1809.html,https://www.vonwobeser.com/index.php/publicacion/p_id-1809.html,true,true,,,
59a1de11-dc6c-4fcf-b9ca-51fad251a9ea,es,http://localhost:5050/news/el-lavado-de-dinero-y-las-criptomonedas-segunda-parte-thomson-reuters-2021-2,200,correcto,1,"El Lavado de Dinero y las Criptomonedas (Segunda parte), Thomson Reuters (2021)","El Lavado de Dinero y las Criptomonedas (Segunda parte), Thomson Reuters (2021) | Von Wobeser y Sierra","El Lavado de Dinero y las Criptomonedas (Segunda parte), Thomson Reuters (2021)",https://www.vonwobeser.com/news/el-lavado-de-dinero-y-las-criptomonedas-segunda-parte-thomson-reuters-2021-2,es-MX:https://www.vonwobeser.com/news/el-lavado-de-dinero-y-las-criptomonedas-segunda-parte-thomson-reuters-2021-2 | en:https://www.vonwobeser.com/news/el-lavado-de-dinero-y-las-criptomonedas-segunda-parte-thomson-reuters-2021-2?lang=en | x-default:https://www.vonwobeser.com/news/el-lavado-de-dinero-y-las-criptomonedas-segunda-parte-thomson-reuters-2021-2,https://www.vonwobeser.com/index.php/publicacion/p_id-1808.html,https://www.vonwobeser.com/index.php/publicacion/p_id-1808.html,true,true,,,
59a1de11-dc6c-4fcf-b9ca-51fad251a9ea,en,http://localhost:5050/news/el-lavado-de-dinero-y-las-criptomonedas-segunda-parte-thomson-reuters-2021-2?lang=en,200,correcto,1,"Money Laundering and Cryptocurrencies (Part Two), Thomson Reuters (2021)","Money Laundering and Cryptocurrencies (Part Two), Thomson Reuters (2021) | Von Wobeser y Sierra","Money Laundering and Cryptocurrencies (Part Two), Thomson Reuters (2021)",https://www.vonwobeser.com/news/el-lavado-de-dinero-y-las-criptomonedas-segunda-parte-thomson-reuters-2021-2?lang=en,es-MX:https://www.vonwobeser.com/news/el-lavado-de-dinero-y-las-criptomonedas-segunda-parte-thomson-reuters-2021-2 | en:https://www.vonwobeser.com/news/el-lavado-de-dinero-y-las-criptomonedas-segunda-parte-thomson-reuters-2021-2?lang=en | x-default:https://www.vonwobeser.com/news/el-lavado-de-dinero-y-las-criptomonedas-segunda-parte-thomson-reuters-2021-2,https://www.vonwobeser.com/index.php/publicacion/p_id-1808.html,https://www.vonwobeser.com/index.php/publicacion/p_id-1808.html,true,true,,,
ed6f3c93-30d1-46ea-a887-00990870a206,es,http://localhost:5050/news/el-lavado-de-dinero-y-las-criptomonedas-primera-parte-thomson-reuters-2020-2,200,correcto,1,"El Lavado de Dinero y las Criptomonedas (Primera parte), Thomson Reuters (2020)","El Lavado de Dinero y las Criptomonedas (Primera parte), Thomson Reuters (2020) | Von Wobeser y Sierra","El Lavado de Dinero y las Criptomonedas (Primera parte), Thomson Reuters (2020)",https://www.vonwobeser.com/news/el-lavado-de-dinero-y-las-criptomonedas-primera-parte-thomson-reuters-2020-2,es-MX:https://www.vonwobeser.com/news/el-lavado-de-dinero-y-las-criptomonedas-primera-parte-thomson-reuters-2020-2 | en:https://www.vonwobeser.com/news/el-lavado-de-dinero-y-las-criptomonedas-primera-parte-thomson-reuters-2020-2?lang=en | x-default:https://www.vonwobeser.com/news/el-lavado-de-dinero-y-las-criptomonedas-primera-parte-thomson-reuters-2020-2,https://www.vonwobeser.com/index.php/publicacion/p_id-1807.html,https://www.vonwobeser.com/index.php/publicacion/p_id-1807.html,true,true,,,
